yyyymm, samplnum, sstmean, integrated temp mean, rcoef, rcoefsqrd
1995-1, na, na, na, na, na
1995-2, na, na, na, na, na
1995-3, 14, 0.505714279333, -0.888947285714, -0.0168390877941, 0.000283554877736
1995-4, 30, 0.302333325706, -0.0451802046667, 0.240867276525, 0.0580170449004
1995-5, 31, 1.78290319443, 0.803528806452, 0.974758390998, 0.950153920822
1995-6, 30, 5.43033323288, 1.969189, 0.862409614029, 0.74375034237
1995-7, 31, 8.22387080039, 2.9298583871, 0.858347554754, 0.736760524753
1995-8, 9, 9.61777740055, 3.06092888889, 0.9294479508, 0.863873493247
1995-9, na, na, na, na, na
1995-10, na, na, na, na, na
1995-11, na, na, na, na, na
1995-12, na, na, na, na, na
1996-1, na, na, na, na, na
1996-2, 11, 0.88090906089, -0.510266363636, -0.124159202764, 0.015415507631
1996-3, 31, 1.03161288654, 0.0694099967742, 0.750581931492, 0.563373235882
1996-4, 30, 1.09566663305, 0.196478333333, 0.153216286418, 0.0234752304236
1996-5, 31, 2.2719354245, 0.721063548387, 0.831812857137, 0.691912629298
1996-6, 30, 5.03333324591, 2.155335, 0.541124451359, 0.292815671859
1996-7, 31, 8.24032240529, 3.56999806452, 0.926407901366, 0.858231599713
1996-8, 31, 9.09935457475, 4.43522258065, 0.0430601673814, 0.00185417801492
1996-9, 30, 8.42066642443, 4.98163866667, -0.748926463944, 0.560890848396
1996-10, 31, 6.19774178536, 5.74019, 0.516660872068, 0.266938456727
1996-11, 30, 5.35099986394, 4.44066066667, 0.548093841161, 0.300406858718
1996-12, 31, 3.42645153692, 2.84588806452, 0.925157203957, 0.855915852034
1997-1, 31, 1.26806449506, 0.989203709677, 0.419940452217, 0.176349983408
1997-2, 28, 1.21178567356, 0.300753060714, 0.871001370159, 0.758643386818
1997-3, 31, 0.602258046789, -0.666020656774, 0.401165095728, 0.16093343403
1997-4, 30, 0.0169999986887, -0.986965566667, -0.180548579042, 0.032597789394
1997-5, 31, 2.35322572916, 0.297666201613, 0.741594317738, 0.549962132101
1997-6, 30, 7.70366655986, 1.87071903333, 0.175117805315, 0.0306662457383
1997-7, 31, 9.89741916041, 3.23595258065, 0.792720422367, 0.628405668037
1997-8, 31, 11.8767739265, 4.18202967742, -0.465026227596, 0.216249392352
1997-9, 30, 8.93299981753, 4.154521, 0.0929777045959, 0.00864485355192
1997-10, 31, 7.04999980619, 3.87562709677, -0.260253879829, 0.0677320819658
1997-11, 30, 4.09633320967, 3.59100733333, 0.421485524592, 0.177650047441
1997-12, 31, 3.67806441553, 2.45758651613, 0.834361625623, 0.696159322312
1998-1, 31, 1.77483865811, 0.844208370968, 0.436571712983, 0.190594860577
1998-2, 28, 0.817499981394, -0.239844864286, 0.682160756338, 0.465343297488
1998-3, 31, 2.54161284816, 1.12598974194, 0.822885476372, 0.677140507224
1998-4, 30, 2.30266662041, 1.828955, -0.526723506711, 0.277437652522
1998-5, 31, 2.99870960943, 2.67863258065, 0.736875071364, 0.542984870797
1998-6, 30, 5.9793331941, 3.741287, 0.801405704525, 0.642251103245
1998-7, 31, 9.97193524145, 4.54437354839, 0.866913760181, 0.751539467592
1998-8, 31, 10.5290319996, 5.54198032258, -0.532474816586, 0.283529430298
1998-9, 30, 7.95633303324, 5.69491633333, -0.747904289403, 0.559360826107
1998-10, 31, 5.81580628118, 5.43926, 0.789693723705, 0.623616177258
1998-11, 30, 4.68733327389, 4.70125233333, 0.69601116797, 0.484431545939
1998-12, 31, 2.97870961312, 2.80665258065, 0.817767691204, 0.668743996777
1999-1, 31, 2.22838704817, 1.99195916129, -0.41867261515, 0.175286758676
1999-2, 28, 0.932499977094, -0.475262464286, 0.559263623698, 0.312775800792
1999-3, 31, 0.468064505066, -1.21089683871, 0.831054136892, 0.690650978446
1999-4, 30, 0.783666649958, -0.336824631667, -0.134990908652, 0.0182225454186
1999-5, 31, 0.563870954778, -0.410129394194, 0.884722999229, 0.782734785364
1999-6, 30, 4.53666657209, 1.02734363333, 0.980396167385, 0.961176645023
1999-7, 31, 8.77999984064, 2.55604290323, -0.021315615308, 0.000454355455957
1999-8, 31, 8.67870949161, 3.79358677419, -0.0275493732772, 0.000758967967969
1999-9, 30, 8.3506664753, 4.18816066667, -0.545457793473, 0.29752420446
1999-10, 31, 6.25967725631, 3.89983903226, 0.817968877397, 0.66907308439
1999-11, 30, 2.75199991067, 2.34364333333, 0.789407917034, 0.623164859476
1999-12, 31, 2.13290318558, 0.630957677419, 0.887491506464, 0.787641174045
2000-1, 31, -0.191935480061, -0.103983745161, -0.373925891761, 0.139820572529
2000-2, 29, -0.481034470658, 0.0200829758621, -0.207757225925, 0.0431630649241
2000-3, 31, 0.390322573723, 0.543685903226, -0.616310157519, 0.379838210262
2000-4, 30, 0.566666650213, 0.450446066667, 0.0981374674567, 0.00963096251881
2000-5, 31, 2.14967737275, 0.96665883871, 0.740878967029, 0.548901643785
2000-6, 30, 5.49233324528, 2.21792566667, 0.958457329433, 0.918640452343
2000-7, 31, 8.63967720155, 3.56667935484, 0.0663011088409, 0.00439583703353
2000-8, 31, 8.66774166784, 4.6596816129, 0.449471534634, 0.202024660446
2000-9, 30, 8.10399975777, 5.50105866667, 0.267378833097, 0.0714914403885
2000-10, 31, 5.97193536451, 5.47088354839, 0.618161652328, 0.382123828409
2000-11, 30, 5.44399987857, 4.98147333333, -0.286690296238, 0.0821913259571
2000-12, 31, 3.82129023152, 4.7596216129, 0.419986793986, 0.176388907122
2001-1, 31, 4.43741925301, 4.36687935484, -0.666170705608, 0.44378340901
2001-2, 28, 3.8649999329, 3.47223642857, 0.669552459299, 0.448300495754
2001-3, 31, 2.49258058686, 2.93523903226, 0.491197476001, 0.24127496043
2001-4, 30, 2.5326665918, 1.89605866667, 0.684241092001, 0.468185871982
2001-5, 31, 2.98129026352, 2.23949032258, 0.447965386751, 0.200672987727
2001-6, 30, 6.68433322907, 3.19533066667, 0.910569568686, 0.829136939418
2001-7, 31, 8.87612881199, 4.19240290323, 0.774667966324, 0.600110458049
2001-8, 31, 10.4261287258, 5.14495225806, -0.270080888488, 0.0729436863263
2001-9, 30, 9.10933300654, 5.84463033333, -0.4566595564, 0.208537950451
2001-10, 31, 6.93645143509, 5.21395612903, 0.714679843549, 0.510767278775
2001-11, 30, 4.46299990813, 3.57775333333, 0.851448598552, 0.724964715975
2001-12, 31, 2.91774187549, 2.37218806452, 0.912781327307, 0.833169751481
2002-1, 31, 2.81032253465, 2.31930129032, 0.604366927139, 0.365259382619
2002-2, 28, 2.4342856322, 1.66883860714, 0.87803398951, 0.770943686734
2002-3, 31, 2.32258058363, 1.49399783871, 0.563628902485, 0.317677539716
2002-4, 30, 2.16199995081, 1.65155133333, -0.543128766304, 0.294988856786
2002-5, 31, 3.24838702909, 1.66876290323, 0.878192714842, 0.771222444402
2002-6, 30, 6.23066654205, 3.83108533333, 0.902596060742, 0.814679648867
2002-7, 31, 10.4567739733, 5.16837129032, 0.598199681755, 0.357842859252
2002-8, 31, 11.5958062756, 6.34136225806, 0.814925456801, 0.664103500143
2002-9, 30, 9.38733304341, 6.43665633333, 0.872666908582, 0.761547533335
2002-10, 31, 7.385483711, 5.82374806452, 0.173563066336, 0.0301241379958
2002-11, 30, 5.92266653379, 6.13690266667, 0.546385002192, 0.298536570621
2002-12, 31, 5.00483862046, 5.39574354839, 0.729805304319, 0.532615782213
2003-1, 31, 3.96709669021, 3.99103225806, 0.282987888537, 0.0800821450586
2003-2, 28, 3.66035704102, 4.00632392857, 0.0609502632177, 0.0037149345863
2003-3, 31, 3.39935478087, 3.11739516129, 0.897228272525, 0.805018573019
2003-4, 30, 2.33499996662, 1.85975933333, 0.0304000179069, 0.00092416108874
2003-5, 31, 3.79290314644, 2.83255322581, 0.798883052451, 0.638214131494
2003-6, 30, 7.75866648356, 4.29324733333, 0.759723771385, 0.577180208807
2003-7, 31, 10.247419142, 5.40096290323, 0.900368295896, 0.810663068255
2003-8, 31, 11.7170964518, 6.38957, -0.421533770231, 0.177690719445
2003-9, 30, 11.6249998092, 6.597554, 0.677488160896, 0.458990208154
2003-10, 31, 8.54064498409, 5.94405290323, 0.806711703527, 0.650783772607
2003-11, 30, 5.8236664931, 5.18730333333, 0.85987112773, 0.739378356304
2003-12, 31, 4.4383870094, 3.74772580645, -0.532008305982, 0.283032837633
2004-1, 31, 3.16387090375, 2.42603322581, 0.881770614689, 0.77751941693
2004-2, 29, 2.33448270683, 2.31720931034, 0.61954694889, 0.383838421879
2004-3, 31, 2.51354831649, 2.35745387097, 0.777897681667, 0.605124803143
2004-4, 30, 1.53199996675, 1.744295, -0.0498148277427, 0.00248151706304
2004-5, 31, 4.20774188349, 2.92277064516, 0.760044255751, 0.5776672707
2004-6, 30, 8.35299981435, 4.05969333333, 0.92297756459, 0.851887584736
2004-7, 31, 12.3380642245, 5.10116290323, 0.311265860824, 0.0968864361144
2004-8, 31, 12.0074190632, 5.84350612903, -0.582152904725, 0.33890200448
2004-9, 30, 11.0129997889, 5.963192, 0.730745344706, 0.53398875881
2004-10, 31, 7.22290309783, 5.71710741935, 0.0125004446673, 0.000156261116881
2004-11, 30, 5.11466655731, 5.48994533333, 0.267960069592, 0.0718025988955
2004-12, 31, 4.26741924594, 4.53645032258, 0.769785966355, 0.592570433997
2005-1, 31, 3.29870961559, 3.63752290323, 0.38210581162, 0.146004851274
2005-2, 28, 3.3214284948, 3.211725, 0.333125774104, 0.110972781372
2005-3, 31, 2.86677412448, 3.08102935484, 0.730667375881, 0.533874814176
2005-4, 30, 2.84866660039, 2.41727966667, 0.199807658677, 0.0399231004659
2005-5, 31, 4.63419339734, 3.52517612903, 0.61923502832, 0.383452020299
2005-6, 30, 8.21366655032, 4.64313833333, 0.745413180414, 0.555640809536
2005-7, 31, 11.683870654, 5.56216935484, 0.764172958803, 0.583960310966
2005-8, 31, 12.0293544954, 6.58461548387, -0.514097708705, 0.264296454096
2005-9, 27, 9.68148129075, 7.1658537037, -0.64599757461, 0.417312866401
2005-10, 31, 7.39580625103, 7.22845419355, 0.743912855364, 0.553406336375
2005-11, 30, 5.25866657893, 5.32589366667, 0.928690933867, 0.862466850648
2005-12, 31, 3.48967732922, 3.64358806452, 0.422578256253, 0.178572382658
2006-1, 31, 2.15612896796, 2.50053787419, 0.955236999894, 0.912477725966
2006-2, 28, 1.05535711761, 0.353311196429, 0.604482007401, 0.365398497272
2006-3, 31, 1.45774191233, 0.535743354839, -0.0810473834417, 0.00656867836275
2006-4, 30, 1.40899996559, 0.811379266667, -0.740517192966, 0.548365713078
2006-5, 31, 2.13161284693, 1.66481967742, 0.76684210455, 0.588046813311
2006-6, 30, 6.02533318202, 2.89627666667, 0.494780355331, 0.244807600021
2006-7, 31, 8.72935462767, 4.05352322581, 0.911309723999, 0.830485413056
2006-8, 31, 9.23645142586, 4.97323290323, -0.0528601233143, 0.00279419263681
2006-9, 30, 9.04066650073, 5.01171633333, -0.240174982287, 0.0576840221164
2006-10, 31, 6.54032247297, 5.06368258065, 0.730123657149, 0.533080554729
2006-11, 30, 3.88999993006, 3.69556, 0.923904203924, 0.853598978028
2006-12, 31, 2.68935478118, 2.47132193548, 0.495726304996, 0.245744569465
2007-1, 31, 1.69193544696, 1.02472067742, -0.137837849129, 0.0189992726525
2007-2, 28, 1.87357138736, 1.96485214286, 0.495787028646, 0.245804777774
2007-3, 31, 0.0387096824426, -0.471175548387, 0.848019802108, 0.719137584767
2007-4, 30, -0.535999988267, -1.0938459, -0.413825335369, 0.171251408193
2007-5, 31, 1.06903223982, 0.304921070968, 0.944203032894, 0.891519367327
2007-6, 30, 5.31866658529, 1.57143966667, 0.713736024256, 0.509419112321
2007-7, 31, 8.80548363347, 2.57048580645, 0.961202287822, 0.923909838114
2007-8, 31, 10.4919352378, 3.79446225806, 0.267454045331, 0.071531666364
2007-9, 30, 8.74566639264, 4.016853, 0.443796842289, 0.196955637226
2007-10, 31, 5.45709663053, 4.49597258065, 0.817988889007, 0.669105822539
2007-11, 30, 3.47433326244, 3.440695, 0.780350174182, 0.608946394346
2007-12, 31, 2.50064508761, 2.92441870968, 0.648292714853, 0.420283444131
2008-1, 31, 1.00354837146, 0.519530326129, 0.787167891274, 0.619633289052
